job_title,skill_required,location,link
Aubureau d'études,Conception Mécanique,,SAFRAN-page24.pdf
Unsystèmeréductionretoursetdesretardsvalidationarticlessousprogrammesviesérieetrechange,"Etablirpland'action, motivée et identifier blocage, respect, ouverture d'esprits, humilité, réduire retours, réduire retards de validation FAI, améliorer flux de travail",DHARIoo,SAFRAN-page26.pdf
Spécialité+GénieIndustriel+GénieMécanique,"Motivée, ouverture d'esprits, honnêteté",NNII,SAFRAN-page26.pdf
Système de Simulation Électrique (H/F) ,"Assurer la fonctionnalité électrique des câbles, Détecter les défauts électriques, Mettre en place un système d'assurance et de test électrique pour les câbles, Esprit d'analyse, Esprit Méthodique, Sens de la discipline, Spécialité Génie Électrique, Technologies STM32, Rasbeerypi",DHARIREF PRDI - France (04-06 Mois),SAFRAN-page28.pdf
Civils of short and medium courier aircraft engines,"mechanical engineering, aviation industry knowledge",MONDIAL,SAFRAN-page3.pdf
Helicopter engines,"mechanical engineering, aviation industry knowledge",MONDIAL,SAFRAN-page3.pdf
Landing gear,"mechanical engineering, aviation industry knowledge",MONDIAL,SAFRAN-page3.pdf
Carbon brakes wheels,"mechanical engineering, aviation industry knowledge",MONDIAL,SAFRAN-page3.pdf
Aeronautical wiring,"electrical engineering, aviation industry knowledge",MONDIAL,SAFRAN-page3.pdf
Evacuation slides,"mechanical engineering, aviation industry knowledge",MONDIAL,SAFRAN-page3.pdf
Oxygen systems,"mechanical engineering, aviation industry knowledge",MONDIAL,SAFRAN-page3.pdf
Tactical drones,"software engineering, drone piloting",Europe,SAFRAN-page3.pdf
Inertial navigation systems,electronic engineering,Europe,SAFRAN-page3.pdf
Optronic systems,optical engineering,Europe,SAFRAN-page3.pdf
Space surveillance sensors,"optical engineering, astronomy",Europe,SAFRAN-page3.pdf
Radiofrequency sensors,electronic engineering,Europe,SAFRAN-page3.pdf
Satellite modems and control systems,"electronic engineering, satellite technology",Europe,SAFRAN-page3.pdf
High-performance space optics,"optical engineering, astronomy",Europe,SAFRAN-page3.pdf
Etude Réalisation banc de contrôle sens rotation moteur à courant continu,"Etablir Diagnostic l'état actuel, Elaborer support formation, Etablir AMDEC (Analyse Mode de Défaillance Effet Criticité), process de fabrication moteur, Etude conception d'une solution (solution technique, planning, coût...), Réalisation validation solution, Mettre en place Support formation et AMDEC (Analyse Mode de Défaillance, Effet Criticité), Spécialité Mettre en place Solution technique dont l'objectif maitriser contrôle des moteurs électriques (sens de rotation, polarité), Mise en place banc rapport de validation",Safran D'HARIE,SAFRAN-page31.pdf
Estimation Analyst,"Estimating consumption of each item, Mastering consumables, Proficient in communication, Knowledge of Supplychain",Safran SOLIMANE,SAFRAN-page32.pdf
Smart Storage Cabinet Support,"Visual aid-based knowledge to trigger consumables needs, Strong knowledge in communication, Innovative mindset, High attention to detail, Industrial engineering skills",Production/Magasin,SAFRAN-page32.pdf
Supplychain Management System Communication Expert,"In-depth knowledge of Supplychain, Strong communication skills, Proactive mindset for communication, Industrial Engineering knowledge.",Production area of Supplychain,SAFRAN-page32.pdf
Etude d'amélioration productivité des matériaux confection des dégivreurs,"Optimiser l'utilisation matériaux dans l'atelier confection dégivreurs en minimisant chutes liées process manuel, dimensionner outillages de confection(Tôles), rouleaux des matières premières tenant compte variabilité produits, mettre place état dimension des outillages largeurs des rouleaux matières premières afin Spécialité d'optimiser 3% matériaux en chute","Safran DHA, France",SAFRAN-page33.pdf
Définition scénarios l'organisation de ligne (ordonnancement des produits),"Dynamique, esprit d'équipe, esprit méthodique, génie mécanique, génie industriel","Safran DHA, France",SAFRAN-page33.pdf
Etude conception Systeme de marquage Videojet combine,"Sens ponctualité, Sens responsabilité, Esprit Méthodique, Génie Mécanique, Génie Industriel",QSafranDHARI,SAFRAN-page34.pdf
Rotatif Line Air (Wings/22-36),Compétences requises,QSafranDHARI,SAFRAN-page34.pdf
Etude Smart Rac Stockage,"Sens de la ponctualité, Responsable, Esprit méthodique, Spécialité Génie Electrique, Automatisation, Génie Mécatronique",Safran D'HARITubes (Wings-22-01),SAFRAN-page35.pdf
Développeur de solutions,"Connaissance en étude et confirmation de solutions adaptées, Capacité à développer de nouvelles solutions, Capacité à mettre en place et valider des solutions, conception et réalisation de la solution, établissement de rapport de validation de l'installation",Cadre de stage,SAFRAN-page35.pdf
Un Système de suivi machinedesertissage,"Implanter système suivi TRS, analyser performance machine, mettre en place plan d'action (chantier SMED, 5S), sens de la discipline, esprit d'analyse, dynamique, génie industriel",DHARI,SAFRAN-page36.pdf
Etude conception d'une machine de Toronage l'unite câblage,"Esprit d'analyse, Autonomie, Force proposition, Connaissances Mécanique, Sens l'innovation, Licence Mécanique, Licence Electrique","DHARI, QSafran, Wings-22-29",SAFRAN-page37.pdf
Etude Programme travaux une 00!04-06 Mois,"Safran DHARIM, Machines ou soudure semi-automatique, Dynamique, Autonome, Sens Méthodique, Esprit d'analyse, Licence Automatisme, Licence Informatique Industrielle, Génie Automatisme, Génie Informatique industrielle, TIG",AU service Méthodes,SAFRAN-page38.pdf
Etude Finalisation programmes,"Mettre en place programmes par article, Validation produits, Etablir Essais Soudure Conformes sur Station soudure semi-automatique, Fonctionnelle, Mise production machine de soudure semi-automatique, Produits finis Conformes (Soudure) et confirmés Qualité UAP, Mécanique",Le cadre stage allez,SAFRAN-page38.pdf
Etude Réalisation banc de contrôle Bobinage stator moteur à 00!04-06 Mois,"Courant alternatif, Connaissances procédés Techniques, Sens l'organisation, Gestion priorités, Sens l'initiative, Créativité, Spécialité Génie Electrique, GénieMécanique",Safran DHARI,SAFRAN-page39.pdf
"Réaliser AMDEC (Analyse Mode de Défaillance Effet Criticité) Etablir process fabrication stator Etude solutions possibles (solution technique, planning, coût.) Réalisation validation","Etablir étude projet (chiffrage, cahier charge...), Mettre en place planning de réalisation, Réalisation qualification moyens",Non spécifiée,SAFRAN-page39.pdf
Collaborateur de Production,Expérience en production et assemblage,Soliman,SAFRAN-page4.pdf
Mechanical Design Engineer,Expérience dans la conception mécanique,Grombalia,SAFRAN-page4.pdf
Electrical Design Engineer,Expérience dans la conception électrique,Grombalia,SAFRAN-page4.pdf
Quality Controller,Expérience en contrôle qualité,Grombalia,SAFRAN-page4.pdf
Supply Chain Manager,Expérience en gestion de la chaîne d'approvisionnement,Tunis,SAFRAN-page4.pdf
Software Developer,Expérience en développement de logiciels,Tunis,SAFRAN-page4.pdf
Production Planner,Expérience en planification de production,Tunis,SAFRAN-page4.pdf
Stage en méthodes - étude modernisation méthode de serrage et orientation,"Conception, validation et mise en place des solutions, connaissances des procédés techniques, utilisation de CATIA, sens de l'organisation et de l'analyse, esprit méthodique",DHARIE,SAFRAN-page40.pdf
Spécialité en génie mécanique,"Connaissances en génie mécanique, génie mécatronique et génie électromécanique",,SAFRAN-page40.pdf
Maintenance Engineer,"Organizational sense, Rigor, Analytical sense, Methodical spirit, Specialty in industrial maintenance, Mechanical engineering.",Safran DHARI,SAFRAN-page42.pdf
Maintenance General Service Internship,"Establishing a detailed list of general maintenance equipment, Updating cutting and equipment tree structure, Updating general maintenance instructions (range planning).",Safran DIMOMAINT,SAFRAN-page42.pdf
Technicien en maintenance des moyens de production,"Garantir la conformité aux normes en vigueur (Nuisance Sonore + Température/Aération), prendre en considération la concentration de poussière et la canalisation GAZ",Safran SOLIMANE,SAFRAN-page43.pdf
Ingénieur Mécanique,"Assiduité, Ponctualité, Esprit Méthodique, Spécialité panneaux, qualité porte et fenêtres, Génie mécanique, Analyse des risques, Génie electromécanique",Local technique des CNC 3 AXES,SAFRAN-page43.pdf
Stagiaire,"Etude technique de solution, modélisation 3D, épaisseur des panneaux, Génie mécanique, Analyse des risques, Génie electromécanique, Implémentation des solutions, Maintenance industrielle, Evaluation de l'efficacité des solutions implantées",Local traversé par circuit gaz,SAFRAN-page43.pdf
Study and Design Internship Ergonomic Analysis,"Data collection, Ergonomic analysis, Risk management, French and English fluency, Mechanical engineering","Casablanca, Morocco",SAFRAN-page46.pdf
Etude Conception Conception poste de travail Ergonomique,"Esprit d'équipe, Ponctualité, Créativité, Autonomie, Bon niveau Français en Anglais, Maitrise l'outil informatique, Spécialité Génie Mécanique",Safran CABINGROMBALIA,SAFRAN-page47.pdf
Collecte de donnèes pour les inputs l'analyse Ergonomique,"Service Santé, Sécurité et environnement, Maitrise d'Excel, Maitrise d'outil de collecte de donnèes",Non spécifiée,SAFRAN-page47.pdf
Hiérarchisation cotations selon leurs signification,"Analyse des données, Connaissance en Ergonomie",Non spécifiée,SAFRAN-page47.pdf
Mise en œuvre de solutions de maitrise (conception) axes d'amélioration,"Conception de produits mécaniques, Connaissance en Ergonomie",Non spécifiée,SAFRAN-page47.pdf
Fournir données d'entrées de l'analyse Ergonomique Mettre en place actions maitrise des risques majeurs importants,"Service Santé, Sécurité et environnement, Connaissance en Ergonomie",Non spécifiée,SAFRAN-page47.pdf
Proposer conceptions outils d'aide à la manutention,"Conception de produits mécaniques, Connaissance en Ergonomie",Non spécifiée,SAFRAN-page47.pdf
study of risks related to physical activity,"teamwork, punctuality, creativity, autonomy, good level of French and English, computer skills, specialization in Health, Safety and Environment","DHARIE, France",SAFRAN-page48.pdf
Developer,"Esprit méthodique, génie logistique",France,SAFRAN-page50.pdf
Supply Chain Manager,"Compétences en communication, sens de la responsabilité",France,SAFRAN-page50.pdf
Inventory Analyst,"Maitrise du paramétrage de M3, sécurité de la production, maîtrise de la gestion de stock",France,SAFRAN-page50.pdf
Procurement Manager,"Sens de la communication, politique d'approvisionnement",France,SAFRAN-page50.pdf
Etudiant en optimisation de stations d'alimentation de lignes de production,"Sens de communication, Sens de responsabilité, Esprit méthodique, Spécialité Génie Logistique",QSafran DHARI,SAFRAN-page51.pdf
Stagiaire en Supply Chain,"Connaissance en VSM, Optimisation, Gestion des flux",,SAFRAN-page51.pdf
Logistic Management Policy Development Intern,"+Communication Skills, +Sense of Responsibility, +Methodical Mindset, +Industrial Engineering Specialty","Safran DHARII, Morocco",SAFRAN-page52.pdf
Supply Chain Technician Intern,"+Familiarity with Product Families, +Ability to Communicate Effectively, +Attention to Detail, +Training and Coaching Abilities","Safran, unspecified location",SAFRAN-page52.pdf
Logistics Policy Establishment Intern,"+Excellent Communication Skills, +Strong Sense of Responsibility, +Methodical Mindset, +Industrial Engineering Specialty","Safran, unspecified location",SAFRAN-page52.pdf
Etude d'Optimisation flux logistique des produits finis élastomères(VSM),+Sens communication+ Sens travail responsabilité+ Esprit Méthodique+ Spécialité Génie industriel,Safran DHARID,SAFRAN-page53.pdf
Analyse de flux et Optimisation flux (Zones Picking - Produits finis - ateliers - expédition),Identifier Mudas+ Analyser risques flux+ Optimiser flux (Zones Picking - Produits finis - ateliers - expédition)+ Mettre en place cartographie flux+ Formaliser standards travail+ Mettre en place outil pilotage de surveillance flux,stage,SAFRAN-page53.pdf
Système MSA (Measurment System Analysis) surveillance process test électrique,"Vérifier capacité qualification du testeur utilisant comme outill MSA pour garantir l'authenticité données, Faire analyse de défaillance, Faire étude statistique mesurées effectuées afin de détecter point 0 de dégradation d'équipement, Persévérence, Ponctualité, Motivé, Esprit Méthodique, Evaluer l'état actuel testeur, Mettre place plan d'action pour assurer montée performance, Spécialité Mettre jour l'AMDEC testeur afin de prévenir risque éventuels, Génie industriel, Génie Electrique",DHARI,SAFRAN-page56.pdf
"Analyzing and processing non-compliant products for pneumatic de-icers (touch-up, scrap, derogation)",Determine process capability; Determine main sources of variability; Identify appropriate solutions; Conduct statistical studies and map defect distribution; Identify potential risks for each identified solution (AMDEC); Analytical and synthesis skills; Dynamic and methodical mindset; Industrial engineering specialization.,"Safran DHARI, France",SAFRAN-page57.pdf
Etude Parametres CTQ,"Dégager paramètres CTQ (critical to quality) produits élastomères, Analyser risques (PFMEA), Elaboration plans surveillance qualité",Safran DHARIE,SAFRAN-page58.pdf
Cartographie CTQ,"Etablir cartographie CTQ, PFMEA élaboré, Plans surveillance qualité élaboré, Esprit d'analyse synthèse, Dynamique, Esprit Méthodique",Spécialité Génie industriel,SAFRAN-page58.pdf
Développer plateforme gestion des projets Agiles,"Esprit d'analyse synthèse, Assiduité, Ponctualité, Esprit Méthodique, Spécialité Génie Informatique, Licence Informatique, Technologies Angular, Spring Boot, MSSQL SERVER",Dhari,SAFRAN-page60.pdf
Développement Informatique,"Créer base projets leurs statuts, Outil gestion projets cascades ou Agile (sprints), Ajout actions, Suivre relance actions, Tableau suivi sprints les projets Agiles, Mettre en place Workflows: La validation projet, Le passage jalons projet, La validation clôture projet, Etablir code source l'application, Mettre en place application web opérationnelle, Répondre aux objectifs, Elaborer documentation technique",Laval,SAFRAN-page60.pdf
Developper application gestion de médecine du travail E-Health,"Esprit d'analyse, synthèse, assiduité, sens méthodique, spécialité Génie Informatique, Licence Informatique, Technologies Angular, Spring Boot, MSSQL SERVER",Safran DHARI,SAFRAN-page61.pdf
Développer application gestion des nouvelles Recrues,"Esprit d'analyse synthèse, Assiduité, Ponctualité, Esprit Méthodique, Spécialité Génie Informatique, Licence Informatique, Technologies Angular, Spring Boot, MSSQLSERVER",Safran DHARI,SAFRAN-page63.pdf
Implanter module d'inscription pour chaque nouvelle recrue plateforme,"Planification, Esprit d'analyse, Suivi de l'historique, KPI de présence, Signature Electronique, Technologies Angular, Spring Boot, MSSQLSERVER",Vialaplateforme,SAFRAN-page63.pdf
Établir code source l'application,"Développement web opérationnel, Documentation Technique, Technologies Angular, Spring Boot, MSSQLSERVER",Plateforme pour nouveaux collaborateurs,SAFRAN-page63.pdf
Développer plateforme gestion du flux informations,"Esprit d'analyse, synthèse, Assiduité, Esprit Méthodique, Génie Informatique, Licence Informatique, VBA, Python, C++","Safran Dharid, France",SAFRAN-page64.pdf
"Développer application de génération automatique de nomenclature production les produits BINS(EBOM,PBOM)","Etudier génération automatique la nomenclatureBINS, Ressortir les données sorties fiables taux d'erreur inférieur à 5%, Esprit d'analyse synthèse, Assiduité, Esprit Méthodique, Esprit d'équipe, Spécialité Génie Informatique Industrielle, Génie Industriel",Safran CABINGROMBALIA,SAFRAN-page65.pdf
Développer interface VBA gestion des Outillage,"+ Esprit d'analyse synthèse
+ Assiduité
+ Esprit Méthodique
+ Esprit d'équipe
+ Spécialité Génie Informatique
+ Licence Informatique",Safran SOLIMAN,SAFRAN-page67.pdf
Etude d'intégration système RFID de localisation inventaire temps réel des équipements outillages,Non specified,Safran SOLIMAN,SAFRAN-page67.pdf
Etude d'interfaçage Base métrologie gestion des étalonnages,Non specified,Safran SOLIMAN,SAFRAN-page67.pdf
Développer Base données avec une Interface Utilisateurs Simple,Non specified,Safran SOLIMAN,SAFRAN-page67.pdf
Interfaçage Base métrologie (selon la Faisabilité Timing),Non specified,Safran SOLIMAN,SAFRAN-page67.pdf
Développeur d'application,"Esprit d'analyse, synthèse, assiduité, méthodique, d'équipe, spécialité Génie Informatique industriel, Génie Industriel",Safran DharI,SAFRAN-page68.pdf
Etude fiabilité informations sur les OF's fabriqués à l'instant T chaque clé dynamo,"Amené, Mettre en place Procédure d'utilisation, solution, mettre en place une application gestion la traçabilité pinces place pour une ligne pilote, Suivi KPI mesure l'efficacité solution",Service Qualité,SAFRAN-page68.pdf
Stage PFE,['Génie Mécanique'],Tunisie,SAFRAN-page7.pdf
Stage PFE,['Informatique'],Tunisie,SAFRAN-page7.pdf
Stage PFE,['Génie Industriel'],Tunisie,SAFRAN-page7.pdf
Integration Developer,"NFT wallet, Digital Wardrobe, Authentication, MongoDB, Express, React, NodeJS, Git, Jira, Slack, AWS Cloud, Python, Tensorflow, Scrum/SAFe",Crgrr/Crgpfrrwrtcr/Igrffrwwpfr/Crrfrfrwrrbs,Save Your Wardrobe-page1.pdf
Software Engineer,"MongoDB, Express, React, NodeJs, Git, Jira, Slack, AWSCloud, Python, Tensorflow",StudylevelsdegreesBAC+5,Save Your Wardrobe-page1.pdf
Digital Wardrobe Consolidation (iOS),"WIgr, AIfr WbBrwrrrgfr, Irprbwpfrr","CdG, WrrbwNwFr",Save Your Wardrobe-page11.pdf
Tools & Frameworks,"Xcode, Swift, SwiftUI, Git, Jira, Slack, AWS Cloud, Scrum/SAFe",,Save Your Wardrobe-page11.pdf
Digital Wardrobe Consolidation (Android),"Tools & Frameworks MongoDB, React Native, Git, Jira, Slack, AWS Cloud, Python, Tensorflow, Scrum/SAFe",,Save Your Wardrobe-page12.pdf
SetMaintainStandardsforProjectManagementThroughoutanITOrganizationCrprrbprwpprG,"Tools&FrameworksJira,Slack,Scrum/SAFe","Cp,Rrb.LgfrwEprxIrff.Crbpwprrfrrgprrrrpbw.FprgrrbfgcprprrbgwrnhD",Save Your Wardrobe-page14.pdf
Opfrbrr.,"Tools&FrameworksJira,Slack,Scrum/SAFe","Cp,Rrb.LgfrwEprxIrff.Crbpwprrfrrgprrrrpbw.FprgrrbfgcprprrbgwrnhD",Save Your Wardrobe-page14.pdf
"Discover, assess, migrate AWS infrastructure, Google Cloud Platform(GCP)","Tools & Frameworks AWS Cloud, GCP, MongoDB, Bitbucket, Jira, Slack, ML, Scrum/SAFe Study",Vrfprrfrgr.PrprGCPrr.SpprfrrGCPrrwrwGCPMgr.Rgrrrg'wrgxp.RfgrAr,Save Your Wardrobe-page16.pdf
NumberPerson1personStartingfromJanuary2023Period4-6months,Levels degrees BAC+5,,Save Your Wardrobe-page16.pdf
Automate Provisioning and Configuring Secure Environments on AWS,"['AWS OpsWorks', 'AWS CloudFormation', 'Proof of Concept', 'Tools & Frameworks', 'DevSecOps', 'Scripting (bash, shell, PowerShell)', 'Git', 'Jira', 'Slack', 'Linux Servers', 'Networking', 'Scrum/SAFe']","Appr (BR), Aprs (PB), Rbp (PR), Twrfw (DF), Frp, Tfgr",Save Your Wardrobe-page2.pdf
Studies Level Degrees BAC+5,[],,Save Your Wardrobe-page2.pdf
Number Person 1 person,[],,Save Your Wardrobe-page2.pdf
Starting from January 2023,[],,Save Your Wardrobe-page2.pdf
Period 4-6 months,[],,Save Your Wardrobe-page2.pdf
Robot Framework Implementation Engineer,"Tools & Frameworks: Robot Framework, JavaScript, MongoDB, React, NodeJs, Git, Jira, Slack, Machine Learning, AWS Cloud, Scrum/SAFe","Paris, France",Save Your Wardrobe-page3.pdf
Software Engineer - Test Automation & Monitoring,"Tools & Frameworks: Robot Framework, JavaScript, NodeJs, Git, Jira, Machine Learning, AWS Cloud, Scrum/SAFe","Opsc, France",Save Your Wardrobe-page3.pdf
Full Stack Developer Expert,"Tools & Frameworks: React, NodeJs, MongoDB, Git, Jira, Scrum/SAFe","Toulouse, France",Save Your Wardrobe-page3.pdf
Interact With Digital Wardrobes VR,"Tools & Frameworks Blockchain, AR/VR technologies, AI, IoT,MongoDB, NodeJs, Javascript, Git, Jira, Slack, AWS Cloud, Scrum/SAFe",Crgrrwfpfdgf.Trwwrgxprgrwrrbwwxgsxpfr,Save Your Wardrobe-page5.pdf
Digital Passport Integration,"Conceive Launch Circular Product Data Protocol CCrrPrDPrwgbffrpprprrr.TPrbrggrf,g,p.TpprfPr,,dcwrgrr.Tools & Frameworks MongoDB,Express,React,NodeJs,Git,Jira,Slack,Machine Learning,AWSCloud,Scrum/SAFe",,Save Your Wardrobe-page6.pdf
Virtual3DFittingSpace.DisplayUsersClothesAvatartheApp,"ReactiveReality,Cpp,frgwgrovr3D,Drprrprflfb,Tfbbpggr3Dfgr,Iwrstrrgrgbrrgbwr,xr,p,fb.Tools&FrameworksMongo",,Save Your Wardrobe-page7.pdf
DB,Mongo,,Save Your Wardrobe-page7.pdf
Studylevelsdegrees,BAC+5,,Save Your Wardrobe-page7.pdf
NumberPerson,1 person,,Save Your Wardrobe-page7.pdf
Startingfrom,January 2023,,Save Your Wardrobe-page7.pdf
Period,4-6 months,,Save Your Wardrobe-page7.pdf
Digital Onboarding Partners,"Create secure platform onboard Partners Stripe Erw Prrgrb CdAr Tbrgpr. Mgrfr bppecrpp CAr Tprwbpr, pp, rpb. Ioaw frprgrpr btcgpp. Tools & Frameworks Mong oDB, Express, React, NodeJs, Git, Jira, Slack, AWS Cloud, Python, Tensorflow, Scrum/SAFe",Studylevelsdegrees BAC+5 Number Person 1 person Starting from January 2023 Period 4-6 months,Save Your Wardrobe-page8.pdf
Auditévaluation sécurité systèmes d'information,"Audit, Cybersecurity, Information Security",Tunisia,Smart Skills-page1.pdf
Conseil accompagnement sécurité informatique,"Cybersecurity, Information Security",Tunisia,Smart Skills-page1.pdf
Intégration solutions sécurité,"Cybersecurity, Information Security",Tunisia,Smart Skills-page1.pdf
Formation cyber-sécurité,"Cybersecurity, Teaching",Tunisia,Smart Skills-page1.pdf
Développement outil support SMS,"['PHP', 'MySQL']",Niveau d'étude Référence Bac+5 INFOSEC-01 Technologie,Smart Skills-page2.pdf
Technologue,"['PHP', 'MySQL']",Stage pré-embauche profil répondra besoins,Smart Skills-page2.pdf
Développement outil gestion risques selon la norme ISO27005 méthode méhari,Niveau d'étude Référence Bac+5,,Smart Skills-page3.pdf
NFOSEC-02 ésa|”.:1| Technologie nécessaires:--PHP-MySQL,Stage pré-embauche profil répondra besoins.,,Smart Skills-page3.pdf
Développement outil conversion rapports,"modèle prédéfini, scan rapports techniques",,Smart Skills-page4.pdf
Bac+5 INFOSEC-03,Profil répondra aux besoins de l'entreprise,,Smart Skills-page4.pdf
Student Engineer,Final year project skills,Tunis,Sofrecom-page0.pdf
Engineer,Innovation skills,Tunis,Sofrecom-page0.pdf
Researcher,Clear career choices,Tunis,Sofrecom-page0.pdf
Développeur d'application,"Java, Spring, Angular, Bootstrap, Gitlab, CloudFoundry",France,Sofrecom-page1.pdf
Administration Flow Export / Import,"PHP5, ZEND, Javascript, Shell",France,Sofrecom-page10.pdf
Développeur PHP,"PHP5, Zend, JavaScript",France,Sofrecom-page11.pdf
Skills repository and project collaborators,"Self-evaluation, competence matrix analysis, Collaborators' performance evaluation",,Sofrecom-page12.pdf
Development of a competence matrix solution,"Microservice, Angular, Springboot, Google Cloud",,Sofrecom-page12.pdf
La conception et développement d'un outil TimeSheet suivi la production,"Conception d'architecture (front/back), Développement en Java et Angular, Maîtrise de PowerBI",,Sofrecom-page13.pdf
"Suivre l'activité, développer des solutions","Développement en Java, Connaissance en Angular",Durée du stage: 6 mois,Sofrecom-page13.pdf
Développeur/développeuse Full Stack,"MicroService,Spring,Angular,DevOps",,Sofrecom-page14.pdf
Application Development Intern,"SpringBoot, Spring, Angular, Git, GitLabCI",France,Sofrecom-page15.pdf
Developer - Log Analysis Tool,"Linux, VMS, Elasticsearch, ELK stack",France,Sofrecom-page16.pdf
Développeur/Testeur Python,"Python, Selenium Webdriver, RobotFramework, GitlabCI, Docker, Linux shell, Chaine CI/CD",France,Sofrecom-page17.pdf
DevOps Stagiaire,"DevOps, Docker, NodeJs, MongoDB, CI/CD",unknown,Sofrecom-page18.pdf
Conseil et Ingénierie en Télécommunications,Expertise en télécommunications,Tunisie,Sofrecom-page19.pdf
Jeune Ingénieur Futuriste,Formation en ingénierie,Tunisie,Sofrecom-page19.pdf
Engagement Sociétal,Compétences en développement durable,Tunisie,Sofrecom-page19.pdf
Diversité et Égalité des Chances,Expérience en promotion de la diversité et de l'égalité,Tunisie,Sofrecom-page19.pdf
Certifiée GEEIS,Connaissance de la norme GEEIS,Tunisie,Sofrecom-page19.pdf
Application development for reference data renovation,"Full Stack Java/Angular, migration of existing application to new technologies, knowledge of REST APIs",France,Sofrecom-page2.pdf
Re-writing of data reference management user interface,"Java, Spring Boot, Angular, Docker, Ansible, knowledge of CI/CD pipeline",France,Sofrecom-page2.pdf
Conception et réalisation de l'assistant de création générique de formulaires,"Conception de formulaires/IHMs, création de comportements métiers, administration d'assistant",France,Sofrecom-page21.pdf
"Conception et réalisation de l'assistant permettant aux utilisateurs, profils distincts, de concevoir et construire des applications intelligentes de saisie et de consultation de données à la demande","Conception de formulaires/IHMs, création de comportements métiers, administration d'assistant",France,Sofrecom-page21.pdf
Assurer la création générique de formulaires/IHMs et la création automatique de comportements métiers requis aux fonctionnements des formulaires/IHMs créées,"Conception de formulaires/IHMs, création de comportements métiers",France,Sofrecom-page21.pdf
"Assurer l'exportation des données saisies sous formats différents et l'administration de l'assistant (Habilitations, Droits d'accès, Paramétrage des formulaires utilisateur, ...)",Administration d'assistant,France,Sofrecom-page21.pdf
Déploiement’solutiond’uberisation services domicile,"Springboot, Angular, Flutter, Architectures Microservices Kubernetes, Elasticsearch",,Sofrecom-page22.pdf
Mécanisme de corrélation de données sécurité,"Collecte de données sécurité, analyse et traitement de données, KPI sécurité",France,Sofrecom-page23.pdf
Application Developer,"Java, Spring, Junit, RestAPI",,Sofrecom-page24.pdf
Developpeur IHM,"Java, Springboot, Angular1, Tests unitaires, Documentation",,Sofrecom-page25.pdf
Internship in centralized management of correspondence application - CI/CD chain optimization,"GitLab CI, Ansible",La Refonte' chain,Sofrecom-page26.pdf
Interns (M/F) required for project on centralized management of correspondence application - CI/CD chain optimization,"GitLab CI, Ansible",La Refonte' chain,Sofrecom-page26.pdf
Lamiseplace Chatbot/Callbot basésur Amazon Lex Lambda Function,"Node.js, Python, AWS, Lambda Function, Amazon Lex, AWS Connect, CloudFormation, S3, Docker",,Sofrecom-page27.pdf
Développeur/se Java/JEE,"Java, Spring, Angular, Services web (Restful), Cloud, DevOps",France,Sofrecom-page28.pdf
ARCHITECTES & EXPERTS EN INGÉNIERIE IT,"Architecture logicielle, technique, fonctionnelle","Tunis, Sfax",Sofrecom-page29.pdf
CONSULTANTS IT & BUSINESS,"Consulting IT, Sécurité SI, Business consulting, Stratégie & Marketing","Tunis, Sfax",Sofrecom-page29.pdf
EXPERTS INTÉGRATION & SUPPORT,"Intégration modules logiciels, Intégration des solutions, Support N-tiers","Tunis, Sfax",Sofrecom-page29.pdf
EXPERTS EN DÉVELOPPEMENTS SOFTWARE,"Frontend, Backend, Full-stack, Maitrise des dernières technologies de développement logiciel","Tunis, Sfax",Sofrecom-page29.pdf
EXPERTS QUALIFICATION & TEST AUTOMATION,Garantie d'une haute qualité résultat livrable,"Tunis, Sfax",Sofrecom-page29.pdf
"CHEFS DE PROJET, COACHES AGILE ET DEVOPS","Gestion projets de développement logiciel et d’intégration IT, +10 ans de développement le marché Tunisien (depuis 2011)","Tunis, Sfax",Sofrecom-page29.pdf
La conception développement d’une nouvelle plateforme web - La création nouvelle application dédiée au suivi’activité collaborateurs,"JAVA, Quarkus, Angular, Services web (Restful), Cloud (PaaS), DevOps",France,Sofrecom-page3.pdf
Cloud IA agent developer,"Linux, Scripting (bash), Git, Python, SQL, MLOps, PyTorch, Unsupervised-learning, Reinforcement learning, GCP, FlexibleEngine",,Sofrecom-page30.pdf
Intégration et anonymisation de données,"Java, Spring, Big Data, Database, Talend, SQLServer, Git",,Sofrecom-page32.pdf
Conception et développement d'une application mobile multi-OS intégrable,"Android, iOS, Flutter, Dart, Crashlytics, Firebase, les solutions de gestion de l'état (Providers, Riverpod, GetXBLoC)",,Sofrecom-page33.pdf
Web and Mobile platform designer and developer,"Flutter, SpringBoot, GIT",not mentioned,Sofrecom-page34.pdf
Web and Mobile platform designer and developer intern,"Flutter, SpringBoot, GIT",not mentioned,Sofrecom-page34.pdf
Microservice Developer,"Angular8, Python3, Flask, Django, REST API, S3 (Simple Storage Service), NoSQL, Segmentation, Git/Gitlab CI/CD, Docker, Bash",,Sofrecom-page37.pdf
Microservice technical engineer,"SpringBoot/SpringCloud, Cloud, DevOps, Config-server, Registry, Gateway, Security, Containerization, CI/CD, NLP, NoSQL, Docker, Bash",France,Sofrecom-page38.pdf
Support for local ecosystem,Collaboration networks,Local ecosystem,Sofrecom-page39.pdf
Digital Inclusion,"Ability to promote education and technology accessibility, support diversity",Anywhere,Sofrecom-page39.pdf
